Company Name,Industry,Symbol,Series
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 200 ALPHA 30 ETF,,ALPHAETF,EQ
ALPHAGEO (INDIA) LIMITED,,ALPHAGEO,EQ
ICICI PRUDENTIAL NIFTY ALPHA LOW VOLATILITY 30 ETF,,ALPL30IETF,EQ
ALUWIND INFRA-TECH LIMITED,,ALUWIND,SM
AMAGI MEDIA LABS LIMITED,,AMAGI,EQ
AMANTA HEALTHCARE LIMITED,,AMANTA,EQ
AMBALAL SARABHAI ENTERPRISES LIMITED,,AMBALALSA,EQ
AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED,,AMBICAAGAR,EQ
AMBIKA COTTON MILLS LIMITED,,AMBIKCO,EQ
AMD INDUSTRIES LIMITED,,AMDIND,EQ
AMIABLE LOGISTICS (INDIA) LIMITED,,AMIABLE,SM
AMJ LAND HOLDINGS LIMITED,,AMJLAND,EQ
AMINES & PLASTICIZERS LIMITED,,AMNPLST,EQ
AMRUTANJAN HEALTH CARE LIMITED,,AMRUTANJAN,EQ
ANAND RATHI WEALTH LIMITED,,ANANDRATHI,EQ
ANANTAM HIGHWAYS TRUST,,ANANTAM,IV
ANANT RAJ LIMITED,,ANANTRAJ,EQ
ANDHRA PAPER LIMITED,,ANDHRAPAP,EQ
THE ANDHRA SUGARS LIMITED,,ANDHRSUGAR,EQ
ANLON TECHNOLOGY SOLUTIONS LIMITED,,ANLON,SM
ANMOL INDIA LIMITED,,ANMOL,EQ
ANNAPURNA SWADISHT LIMITED,,ANNAPURNA,SM
ANTARCTICA LIMITED,,ANTGRAPHIC,EQ
ANTHEM BIOSCIENCES LIMITED,,ANTHEM,EQ
ANUH PHARMA LIMITED,,ANUHPHR,EQ
THE ANUP ENGINEERING LIMITED,,ANUP,EQ
ANUPAM RASAYAN INDIA LIMITED,,ANURAS,EQ
ANYA POLYTECH & FERTILIZERS LIMITED,,ANYA,SM
ANZEN INDIA ENERGY YIELD PLUS TRUST,,ANZEN,IV
ANGEL ONE MUTUAL FUND - ANGEL ONE GOLD ETF,,AONEGOLD,EQ
ANGEL ONE MUTUAL FUND - ANGEL ONE NIFTY 50 ETF,,AONENIFTY,EQ
ANGEL ONE MUTUAL FUND - ANGEL ONE SILVER ETF,,AONESILVER,EQ
ANGEL ONE MF - ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 ETF,,AONETMMQ50,EQ
ANGEL ONE MUTUAL FUND - ANGEL ONE NIFTY TOTAL MARKET ETF,,AONETOTAL,EQ
APAR INDUSTRIES LIMITED,,APARINDS,EQ
ANJANI PORTLAND CEMENT LIMITED,,APCL,EQ
APCOTEX INDUSTRIES LIMITED,,APCOTEXIND,EQ
APEX FROZEN FOODS LIMITED,,APEX,EQ
APEX ECOTECH LIMITED,,APEXECO,SM
ALEMBIC PHARMACEUTICALS LIMITED,,APLLTD,EQ
APOLLO MICRO SYSTEMS LIMITED,,APOLLO,EQ
APOLLO PIPES LIMITED,,APOLLOPIPE,EQ
APOLLO TYRES LIMITED,,APOLLOTYRE,EQ
APOLLO SINDOORI HOTELS LIMITED,,APOLSINHOT,EQ
APRAMEYA ENGINEERING LIMITED,,APRAMEYA,SM
AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,,APS,SM
APTECH LIMITED,,APTECHT,EQ
APTUS VALUE HOUSING FINANCE INDIA LIMITED,,APTUS,EQ
ARABIAN PETROLEUM LIMITED,,ARABIAN,SM
ARCHIDPLY INDUSTRIES LIMITED,,ARCHIDPLY,EQ
ARCHIES LIMITED,,ARCHIES,EQ
AMARA RAJA ENERGY & MOBILITY LIMITED,,ARE&M,EQ
RAJDARSHAN INDUSTRIES LIMITED,,ARENTERP,EQ
ARFIN INDIA LIMITED,,ARFIN,EQ
ARHAM TECHNOLOGIES LIMITED,,ARHAM,SM
ARIES AGRO LIMITED,,ARIES,EQ
ARIHANT FOUNDATIONS & HOUSING LIMITED,,ARIHANT,EQ
ARIHANT ACADEMY LIMITED,,ARIHANTACA,SM
ARIHANT CAPITAL MARKETS LIMITED,,ARIHANTCAP,EQ
ARIHANT SUPERSTRUCTURES LIMITED,,ARIHANTSUP,EQ
ARISINFRA SOLUTIONS LIMITED,,ARIS,EQ
ARKADE DEVELOPERS LIMITED,,ARKADE,EQ
ARMAN FINANCIAL SERVICES LIMITED,,ARMANFIN,EQ
ARMOUR SECURITY (INDIA) LIMITED,,ARMOUR,SM
ARO GRANITE INDUSTRIES LIMITED,,AROGRANITE,EQ
ARROW GREENTECH LIMITED,,ARROWGREEN,EQ
ANAND RATHI SHARE AND STOCK BROKERS LIMITED,,ARSSBL,EQ
ARTEMIS MEDICARE SERVICES LIMITED,,ARTEMISMED,EQ
ARUNAYA ORGANICS LIMITED,,ARUNAYA,SM
ARVIND LIMITED,,ARVIND,EQ
ARVIND FASHIONS LIMITED,,ARVINDFASN,EQ
ARVIND SMARTSPACES LIMITED,,ARVSMART,EQ
ASAHI INDIA GLASS LIMITED,,ASAHIINDIA,EQ
ASAHI SONGWON COLORS LIMITED,,ASAHISONG,EQ
AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,,ASAL,EQ
ASSOCIATED ALCOHOLS & BREWERIES LTD.,,ASALCBR,EQ
ASHAPURA LOGISTICS LIMITED,,ASHALOG,SM
ASHAPURA MINECHEM LIMITED,,ASHAPURMIN,EQ
ASHIANA HOUSING LIMITED,,ASHIANA,EQ
ASHIKA CREDIT CAPITAL LIMITED,,ASHIKA,EQ
ASHIMA LIMITED,,ASHIMASYN,EQ
ASHOKA BUILDCON LIMITED,,ASHOKA,EQ
ASHOKA METCAST LIMITED,,ASHOKAMET,EQ
ASHWINI CONTAINER MOVERS LIMITED,,ASHWINI,SM
ASIAN ENERGY SERVICES LIMITED,,ASIANENE,EQ
ASIAN HOTELS (NORTH) LIMITED,,ASIANHOTNR,EQ
ASIAN GRANITO INDIA LIMITED,,ASIANTILES,EQ
ASK AUTOMOTIVE LIMITED,,ASKAUTOLTD,EQ
BARTRONICS INDIA LIMITED,,ASMS,EQ
ASPINWALL AND COMPANY LIMITED,,ASPINWALL,EQ
ASIAN STAR COMPANY LIMITED,,ASTAR,EQ
ASTEC LIFESCIENCES LIMITED,,ASTEC,EQ
ASTER DM HEALTHCARE LIMITED,,ASTERDM,EQ
ASTRA MICROWAVE PRODUCTS LIMITED,,ASTRAMICRO,EQ
ASTRAZENECA PHARMA INDIA LIMITED,,ASTRAZEN,EQ
ATAL REALTECH LIMITED,,ATALREAL,EQ
ATAM VALVES LIMITED,,ATAM,EQ
ADANI TOTAL GAS LIMITED,,ATGL,EQ
ATHER ENERGY LIMITED,,ATHERENERG,EQ
ALLCARGO TERMINALS LIMITED,,ATL,EQ
ATLANTAA LIMITED,,ATLANTAA,EQ
ALLCARGO TERMINALS LIMITED,,ATLPP,E1
ATUL LIMITED,,ATUL,EQ
ATUL AUTO LIMITED,,ATULAUTO,EQ
AURIONPRO SOLUTIONS LIMITED,,AURIONPRO,EQ
AURUM PROPTECH LIMITED,,AURUM,EQ
AUSOM ENTERPRISE LIMITED,,AUSOMENT,EQ
AUTOMOTIVE AXLES LIMITED,,AUTOAXLES,EQ
NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY AUTO ETF,,AUTOBEES,EQ
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL  NIFTY AUTO ETF,,AUTOIETF,EQ
AUTOLINE INDUSTRIES LIMITED,,AUTOIND,EQ
AVAILABLE FINANCE LIMITED,,AVAILFC,EQ
AVALON TECHNOLOGIES LIMITED,,AVALON,EQ
AVANTEL LIMITED,,AVANTEL,EQ
AVANTI FEEDS LIMITED,,AVANTIFEED,EQ
AVG LOGISTICS LIMITED,,AVG,EQ
AVI ANSH TEXTILE LIMITED,,AVIANSH,SM
ADITYA VISION LIMITED,,AVL,EQ
AVONMORE CAPITAL & MANAGEMENT SERVICES  LIMITED,,AVONMORE,EQ
AVT NATURAL PRODUCTS LIMITED,,AVTNPL,EQ
AWFIS SPACE SOLUTIONS LIMITED,,AWFIS,EQ
ANTONY WASTE HANDLING CELL LIMITED,,AWHCL,EQ
AWL AGRI BUSINESS LIMITED,,AWL,EQ
AXIS MUTUAL FUND - AXIS NIFTY BANK ETF,,AXISBNKETF,EQ
AXIS MUTUAL FUND - AXIS NIFTY INDIA CONSUMPTION ETF,,AXISCETF,EQ
AXIS MUTUAL FUND - AXIS GOLD ETF,,AXISGOLD,EQ
AXIS MUTUAL FUND - AXIS NIFTY HEALTHCARE ETF,,AXISHCETF,EQ
AXIS MUTUAL FUND - AXIS SILVER ETF,,AXISILVER,EQ
AXIS MUTUAL FUND - AXIS NIFTY 50 ETF,,AXISNIFTY,EQ
AXIS MUTUAL FUND - AXIS NIFTY IT ETF,,AXISTECETF,EQ
AXIS MUTUAL FUND - AXIS NIFTY500 VALUE 50 ETF,,AXISVALUE,EQ
AXIS MUTUAL FUND - AXIS S&P BSE SENSEX ETF,,AXSENSEX,EQ
AYE FINANCE LIMITED,,AYE,EQ
AYM SYNTEX LIMITED,,AYMSYNTEX,EQ
AZAD ENGINEERING LIMITED,,AZAD,EQ
BABA FOOD PROCESSING (INDIA) LIMITED,,BABAFP,SM
B.A.G. CONVERGENCE LIMITED,,BAGDIGITAL,SM
B.A.G FILMS AND MEDIA LIMITED,,BAGFILMS,EQ
BAHETI RECYCLING INDUSTRIES LIMITED,,BAHETI,SM
BAID FINSERV LIMITED,,BAIDFIN,EQ
BAJAJ CONSUMER CARE LIMITED,,BAJAJCON,EQ
BAJAJ ELECTRICALS LIMITED,,BAJAJELEC,EQ
BAJAJ HEALTHCARE LIMITED,,BAJAJHCARE,EQ
BAJAJ HINDUSTHAN SUGAR LIMITED,,BAJAJHIND,EQ
INDEF MANUFACTURING LIMITED,,BAJAJINDEF,EQ
BAJEL PROJECTS LIMITED,,BAJEL,EQ
BALAJI PHOSPHATES LIMITED,,BALAJIPHOS,SM
BALAJI TELEFILMS LIMITED,,BALAJITELE,EQ
BALAJI AMINES LIMITED,,BALAMINES,EQ
BALKRISHNA PAPER MILLS LIMITED,,BALKRISHNA,EQ
BALKRISHNA INDUSTRIES LIMITED,,BALKRISIND,EQ
BALMER LAWRIE & COMPANY LIMITED,,BALMLAWRIE,EQ
BAL PHARMA LIMITED,,BALPHARMA,EQ
BALRAMPUR CHINI MILLS LIMITED,,BALRAMCHIN,EQ
BALU FORGE INDUSTRIES LIMITED,,BALUFORGE,EQ
BANARAS BEADS LIMITED,,BANARBEADS,EQ
BANNARI AMMAN SUGARS LIMITED,,BANARISUG,EQ
BANCO PRODUCTS (I) LIMITED,,BANCOINDIA,EQ
BANG OVERSEAS LIMITED,,BANG,EQ
DSP MUTUAL FUND - DSP BSE TOP 10 BANKS ETF,,BANK10ADD,EQ
DSP  MUTUAL FUND - DSP NIFTY BANK ETF,,BANKADD,EQ
NIPPON INDIA ETF NIFTY BANK BEES,,BANKBEES,EQ
UTI NIFTY BANK ETF,,BANKBETA,EQ
BAJAJ FINSERV MUTUAL FUND - BAJAJ FINSERV NIFTY BANK ETF,,BANKBETF,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY BANK ETF,,BANKETF,EQ
ICICI PRUDENTIAL NIFTY BANK ETF - NIFTY BANK INDEX,,BANKIETF,EQ
KOTAK NIFTY BANK ETF,,BANKNIFTY1,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY PSU BANK ETF,,BANKPSU,EQ
BANSWARA SYNTEX LIMITED,,BANSWRAS,EQ
BARFLEX POLYFILMS LIMITED,,BARFLEX,SM
BASF INDIA LIMITED,,BASF,EQ
BASILIC FLY STUDIO LIMITED,,BASILIC,SM
BANNARI AMMAN SPINNING MILLS LIMITED,,BASML,EQ
BATA INDIA LIMITED,,BATAINDIA,EQ
BATLIBOI LIMITED,,BATLIBOI,EQ
BAYER CROPSCIENCE LIMITED,,BAYERCROP,EQ
EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2032 - GROWTH,,BBETF0432,EQ
BHARAT BIJLEE LIMITED,,BBL,EQ
BARODA BNP PARIBAS MUTUAL FUND- BARODA BNP PARIBAS NIFTY BANK ETF,,BBNPNBETF,EQ
BARODA BNP PARIBAS MUTUAL FUND - BARODA BNP PARIBAS GOLD ETF,,BBNPPGOLD,EQ
BLACK BOX LIMITED,,BBOX,EQ
THE BOMBAY BURMAH TRADING CORPORATION LIMITED,,BBTC,EQ
B&B TRIPLEWALL CONTAINERS LIMITED,,BBTCL,EQ
BCL INDUSTRIES LIMITED,,BCLIND,EQ
BRAND CONCEPTS LIMITED,,BCONCEPTS,EQ
BCPL RAILWAY INFRASTRUCTURE LIMITED,,BCPL,EQ
BEACON TRUSTEESHIP LIMITED,,BEACON,SM
BEARDSELL LIMITED,,BEARDSELL,EQ
MRS. BECTORS FOOD SPECIALITIES LIMITED,,BECTORFOOD,EQ
BEEKAY STEEL INDS. LIMITED,,BEEKAY,EQ
BELLA CASA FASHION & RETAIL LIMITED,,BELLACASA,EQ
BELRISE INDUSTRIES LIMITED,,BELRISE,EQ
BEML LIMITED,,BEML,EQ
BENGAL & ASSAM CO. LIMITED,,BENGALASM,EQ
BHANSALI ENGINEERING POLYMERS LIMITED,,BEPL,EQ
BERGER PAINTS (I) LIMITED,,BERGEPAINT,EQ
BEST AGROLIFE LIMITED,,BESTAGRO,EQ
BETA DRUGS LIMITED,,BETA,EQ
BF INVESTMENT LIMITED,,BFINVEST,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY FINANCIAL SERVICES ETF,,BFSI,EQ
BHADORA INDUSTRIES LIMITED,,BHADORA,SM
BHAGIRADHA CHEMICALS & INDUSTRIES LIMITED,,BHAGCHEM,EQ
BHAGERIA INDUSTRIES LIMITED,,BHAGERIA,EQ
BHARAT COKING COAL LIMITED,,BHARATCOAL,EQ
BHARAT GEARS LIMITED,,BHARATGEAR,EQ
BHARAT RASAYAN LIMITED,,BHARATRAS,EQ
BHARAT SEATS LIMITED,,BHARATSE,EQ
BHARAT WIRE ROPES LIMITED,,BHARATWIRE,EQ
BHARTI HEXACOM LIMITED,,BHARTIHEXA,EQ
BILCARE LIMITED,,BI,EQ
BIGBLOC CONSTRUCTION LIMITED,,BIGBLOC,EQ
BIKAJI FOODS INTERNATIONAL LIMITED,,BIKAJI,EQ
BHARTIYA INTERNATIONAL LIMITED,,BIL,EQ
BIMETAL BEARINGS LIMITED,,BIMETAL,EQ
BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,,BIOFILCHEM,EQ
BIOPOL CHEMICALS LIMITED,,BIOPOL,SM
BROOKFIELD INDIA REAL ESTATE TRUST,,BIRET,RR
BIRLA CORPORATION LIMITED,,BIRLACORPN,EQ
ADITYA BIRLA MONEY LIMITED,,BIRLAMONEY,EQ
BIRLANU LIMITED,,BIRLANU,EQ
BIRLA PRECISION TECHNOLOGIES LIMITED,,BIRLAPREC,EQ
BLACKBUCK LIMITED,,BLACKBUCK,EQ
BLACK ROSE INDS. LIMITED,,BLACKROSE,EQ
BEML LAND ASSETS LIMITED,,BLAL,EQ
BALMER LAWRIE INVESTMENTS LIMITED,,BLIL,EQ
BLISS GVS PHARMA LIMITED,,BLISSGVS,EQ
B. L. KASHYAP AND SONS LIMITED,,BLKASHYAP,EQ
BLS INTERNATIONAL SERVICES LIMITED,,BLS,EQ
BLS E-SERVICES LIMITED,,BLSE,EQ
BLUE DART EXPRESS LIMITED,,BLUEDART,EQ
BLUESTONE JEWELLERY AND LIFESTYLE LIMITED,,BLUESTONE,EQ
BLUSPRING ENTERPRISES LIMITED,,BLUSPRING,EQ
BOMBAY METRICS SUPPLY CHAIN LIMITED,,BMETRICS,SM
BMW VENTURES LIMITED,,BMWVENTLTD,EQ
BN AGROCHEM LIMITED,,BNAGROCHEM,EQ
B & A LIMITED,,BNALTD,EQ
BODAL CHEMICALS LIMITED,,BODALCHEM,EQ
BOMBAY DYEING & MFG COMPANY LIMITED,,BOMDYEING,EQ
BOROSIL LIMITED,,BOROLTD,EQ
BOROSIL RENEWABLES LIMITED,,BORORENEW,EQ
BOROSIL SCIENTIFIC LIMITED,,BOROSCI,EQ
BPL LIMITED,,BPL,EQ
BRACE PORT LOGISTICS LIMITED,,BRACEPORT,SM
BRIGADE ENTERPRISES LIMITED,,BRIGADE,EQ
BRIGADE HOTEL VENTURES LIMITED,,BRIGHOTEL,EQ
BHARAT ROAD NETWORK LIMITED,,BRNL,EQ
ICICI PRUDENTIAL BSE 500 ETF,,BSE500IETF,EQ
BSL LIMITED,,BSL,EQ
ADITYA BIRLA SUN LIFE GOLD ETF - GROWTH,,BSLGOLDETF,EQ
ADITYA BIRLA SUN LIFE NIFTY 50 ETF,,BSLNIFTY,EQ
ADITYA BIRLA SUN LIFE BSE SENSEX ETF,,BSLSENETFG,EQ
BIRLASOFT LIMITED,,BSOFT,EQ
BODHI TREE MULTIMEDIA LIMITED,,BTML,EQ
BHILWARA TECHNICAL TEXTILES LIMITED,,BTTL,EQ
SHANKARA BUILDPRO LIMITED,,BUILDPRO,EQ
BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,,BUTTERFLY,EQ
BARAK VALLEY CEMENTS LIMITED,,BVCL,EQ
C2C ADVANCED SYSTEMS LIMITED,,C2C,SM
CALIFORNIA SOFTWARE COMPANY LIMITED,,CALSOFT,EQ
CAMLIN FINE SCIENCES LIMITED,,CAMLINFINE,EQ
CAMPUS ACTIVEWEAR LIMITED,,CAMPUS,EQ
CAN FIN HOMES LIMITED,,CANFINHOME,EQ
CANARA HSBC LIFE INSURANCE COMPANY LIMITED,,CANHLIFE,EQ
CANTABIL RETAIL INDIA LIMITED,,CANTABIL,EQ
CAPACITE INFRAPROJECTS LIMITED,,CAPACITE,EQ
CAPILLARY TECHNOLOGIES INDIA LIMITED,,CAPILLARY,EQ
CAPITAL INFRA TRUST,,CAPINVIT,IV
CAPITAL SMALL FINANCE BANK LIMITED,,CAPITALSFB,EQ
CAPLIN POINT LABORATORIES LIMITED,,CAPLIPOINT,EQ
CARBORUNDUM UNIVERSAL LIMITED,,CARBORUNIV,EQ
CARE RATINGS LIMITED,,CARERATING,EQ
CARRARO INDIA LIMITED,,CARRARO,EQ
CARTRADE TECH LIMITED,,CARTRADE,EQ
CARYSIL LIMITED,,CARYSIL,EQ
CASTROL INDIA LIMITED,,CASTROLIND,EQ
AVENUESAI LIMITED,,CCAVENUE,EQ
CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,,CCCL,EQ
COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,,CCHHL,EQ
CCL PRODUCTS (INDIA) LIMITED,,CCL,EQ
CEAT LIMITED,,CEATLTD,EQ
CEINSYS TECH LIMITED,,CEINSYS,EQ
CELEBRITY FASHIONS LIMITED,,CELEBRITY,EQ
CELLECOR GADGETS LIMITED,,CELLECOR,SM
CELLO WORLD LIMITED,,CELLO,EQ
CELL POINT (INDIA) LIMITED,,CELLPOINT,SM
CEMINDIA PROJECTS LIMITED,,CEMPRO,EQ
CENTURY ENKA LIMITED,,CENTENKA,EQ
CENTURY EXTRUSIONS LIMITED,,CENTEXT,EQ
CENTRAL BANK OF INDIA,,CENTRALBK,EQ
CENTRUM CAPITAL LIMITED,,CENTRUM,EQ
CENTUM ELECTRONICS LIMITED,,CENTUM,EQ
CENTURY PLYBOARDS (INDIA) LIMITED,,CENTURYPLY,EQ
CERA SANITARYWARE LIMITED,,CERA,EQ
CESC LIMITED,,CESC,EQ
CONCORD ENVIRO SYSTEMS LIMITED,,CEWATER,EQ
CAPRI GLOBAL CAPITAL LIMITED,,CGCL,EQ
CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,,CGRAPHICS,SM
CHALET HOTELS LIMITED,,CHALET,EQ
CHAMBAL FERTILIZERS & CHEMICALS LIMITED,,CHAMBLFERT,EQ
CHAMUNDA ELECTRICAL LIMITED,,CHAMUNDA,SM
CHANDAN HEALTHCARE LIMITED,,CHANDAN,SM
CHAVDA INFRA LIMITED,,CHAVDA,SM
CHEMBOND MATERIAL TECHNOLOGIES LIMITED,,CHEMBOND,EQ
CHEMBOND CHEMICALS LIMITED,,CHEMBONDCH,EQ
CHEMCON SPECIALITY CHEMICALS LIMITED,,CHEMCON,EQ
CHEMFAB ALKALIS LIMITED,,CHEMFAB,EQ
KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY CHEMICALS ETF,,CHEMICAL,EQ
CHEMPLAST SANMAR LIMITED,,CHEMPLASTS,EQ
CHENNAI PETROLEUM CORPORATION LIMITED,,CHENNPETRO,EQ
CHETANA EDUCATION LIMITED,,CHETANA,SM
CHEVIOT COMPANY LIMITED,,CHEVIOT,EQ
CHOICE MUTUAL FUND - CHOICE GOLD ETF,,CHOICEGOLD,EQ
CHOICE INTERNATIONAL LIMITED,,CHOICEIN,EQ
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,,CHOLAHLDNG,EQ
CIE AUTOMOTIVE INDIA LIMITED,,CIEINDIA,EQ
CAPITAL INDIA FINANCE LIMITED,,CIFL,EQ
CIGNITI TECHNOLOGIES LIMITED,,CIGNITITEC,EQ
CINELINE INDIA LIMITED,,CINELINE,EQ
CINEVISTA LIMITED,,CINEVISTA,EQ
CITIUS TRANSNET INVESTMENT TRUST,,CITIUSINVT,IV
CLEAN SCIENCE AND TECHNOLOGY LIMITED,,CLEAN,EQ
CLEAN MAX ENVIRO ENERGY SOLUTIONS LIMITED,,CLEANMAX,EQ
CHAMAN LAL SETIA EXPORTS LIMITED,,CLSEL,EQ
CROP LIFE SCIENCE LIMITED,,CLSL,SM
CHAMAN METALLICS LIMITED,,CMNL,SM
CENTRAL MINE PLANNING & DESIGN INSTITUTE LIMITED,,CMPDI,EQ
CMS INFO SYSTEMS LIMITED,,CMSINFO,EQ
CREATIVE NEWTECH LIMITED,,CNL,EQ
COASTAL CORPORATION LIMITED,,COASTCORP,EQ
JOHN COCKERILL INDIA LIMITED,,COCKERILL,EQ
COFFEE DAY ENTERPRISES LIMITED,,COFFEEDAY,EQ
COHANCE LIFESCIENCES LIMITED,,COHANCE,EQ
COMFORT INTECH LIMITED,,COMFINTE,EQ
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY COMMODITIES ETF,,COMMOIETF,EQ
COMPUCOM SOFTWARE LIMITED,,COMPUSOFT,EQ
COMMERCIAL SYN BAGS LIMITED,,COMSYN,EQ
CONCORD BIOTECH LIMITED,,CONCORDBIO,EQ
CONNPLEX CINEMAS LIMITED,,CONNPLEX,SM
KOTAK NIFTY INDIA CONSUMPTION ETF,,CONS,EQ
NIPPON INDIA ETF NIFTY INDIA CONSUMPTION,,CONSUMBEES,EQ
MIRAE ASSET MF- MIRAE ASSET NIFTY INDIA NEW AGE CONSUMPTION ETF,,CONSUMER,EQ
ICICI PRUDENTIAL NIFTY INDIA CONSUMPTION ETF,,CONSUMIETF,EQ
CONTROL PRINT LIMITED,,CONTROLPR,EQ
CORAL INDIA FINANCE & HOUSING LIMITED,,CORALFINAC,EQ
CORDS CABLE INDUSTRIES LIMITED,,CORDSCABLE,EQ
COROMANDEL INTERNATIONAL LIMITED,,COROMANDEL,EQ
CORONA REMEDIES LIMITED,,CORONA,EQ
COSMO FIRST LIMITED,,COSMOFIRST,EQ
COUNTRY CONDO'S LIMITED,,COUNCODOS,EQ
CP CAPITAL LIMITED,,CPCAP,EQ
CAREER POINT EDUTECH LIMITED,,CPEDU,EQ
CPSE ETF,,CPSEETF,EQ
CRAFTSMAN AUTOMATION LIMITED,,CRAFTSMAN,EQ
CANARA ROBECO ASSET MANAGEMENT COMPANY LIMITED,,CRAMC,EQ
CREATIVE EYE LIMITED,,CREATIVEYE,EQ
CREDITACCESS GRAMEEN LIMITED,,CREDITACC,EQ
CREST VENTURES LIMITED,,CREST,EQ
CRISIL LIMITED,,CRISIL,EQ
CROWN LIFTERS LIMITED,,CROWN,EQ
CSB BANK LIMITED,,CSBBANK,EQ
CSL FINANCE LIMITED,,CSLFINANCE,EQ
CLEAR SECURED SERVICES LIMITED,,CSSL,SM
CITY UNION BANK LIMITED,,CUB,EQ
CUBE HIGHWAYS TRUST,,CUBEINVIT,IV
CUBEX TUBINGS LIMITED,,CUBEXTUB,EQ
CASH UR DRIVE MARKETING LIMITED,,CUDML,SM
CUPID LIMITED,,CUPID,EQ
CURIS LIFESCIENCES LIMITED,,CURIS,SM
CURRENT INFRAPROJECTS LIMITED,,CURRENT,SM
CYBER MEDIA (INDIA) LIMITED,,CYBERMEDIA,EQ
CYBERTECH SYSTEMS AND SOFTWARE LIMITED,,CYBERTECH,EQ
CYIENT LIMITED,,CYIENT,EQ
CYIENT DLM LIMITED,,CYIENTDLM,EQ
DAI-ICHI KARKARIA LIMITED,,DAICHI,EQ
DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,,DALMIASUG,EQ
DAM CAPITAL ADVISORS LIMITED,,DAMCAPITAL,EQ
DAMODAR INDUSTRIES LIMITED,,DAMODARIND,EQ
DANISH POWER LIMITED,,DANISH,SM
DATAMATICS GLOBAL SERVICES LIMITED,,DATAMATICS,EQ
DATA PATTERNS (INDIA) LIMITED,,DATAPATTNS,EQ
DAVANGERE SUGAR COMPANY LIMITED,,DAVANGERE,EQ
D.B.CORP LIMITED,,DBCORP,EQ
DEEPAK BUILDERS & ENGINEERS INDIA LIMITED,,DBEIL,EQ
DILIP BUILDCON LIMITED,,DBL,EQ
VALOR ESTATE LIMITED,,DBREALTY,EQ
DB (INTERNATIONAL) STOCK BROKERS LIMITED,,DBSTOCKBRO,EQ
DISHMAN CARBOGEN AMCIS LIMITED,,DCAL,EQ
DCB BANK LIMITED,,DCBBANK,EQ
DAR CREDIT & CAPITAL LIMITED,,DCCL,SM
DCG CABLES & WIRES LIMITED,,DCG,SM
DCM  LIMITED,,DCM,EQ
DCM NOUVELLE LIMITED,,DCMNVL,EQ
DCM SHRIRAM LIMITED,,DCMSHRIRAM,EQ
DCM SHRIRAM INDUSTRIES LIMITED,,DCMSRIND,EQ
DCW LIMITED,,DCW,EQ
DCX SYSTEMS LIMITED,,DCXINDIA,EQ
DDEV PLASTIKS INDUSTRIES LIMITED,,DDEVPLSTIK,EQ
DECCAN CEMENTS LIMITED,,DECCANCE,EQ
DECCAN TRANSCON LEASING LIMITED,,DECCANTRAN,SM
DECCAN GOLD MINES LIMITED,,DECNGOLD,EQ
DEEM ROLL TECH LIMITED,,DEEM,SM
DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LIMITED,,DEEPAKFERT,EQ
DEEPAK NITRITE LIMITED,,DEEPAKNTR,EQ
DEEP INDUSTRIES LIMITED,,DEEPINDS,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE INDIA DEFENCE ETF,,DEFENCE,EQ
DELAPLEX LIMITED,,DELAPLEX,SM
DELPHI WORLD MONEY LIMITED,,DELPHIFX,EQ
DELTA CORP LIMITED,,DELTACORP,EQ
DELTA MANUFACTURING LIMITED,,DELTAMAGNT,EQ
DEN NETWORKS LIMITED,,DEN,EQ
DE NORA INDIA LIMITED,,DENORA,EQ
DENTA WATER AND INFRA SOLUTIONS LIMITED,,DENTA,EQ
VASA DENTICITY LIMITED,,DENTALKART,SM
DEV INFORMATION TECHNOLOGY LIMITED,,DEVIT,EQ
DEV ACCELERATOR LIMITED,,DEVX,EQ
DEVYANI INTERNATIONAL LIMITED,,DEVYANI,EQ
DIGICONTENT LIMITED,,DGCONTENT,EQ
DHAMPUR SUGAR MILLS LIMITED,,DHAMPURSUG,EQ
DHANLAXMI BANK LIMITED,,DHANBANK,EQ
